point,pipeline,unit,quantity,program_value,truth_value,delta,delta_m_equiv,tolerance,status,truth_source
C3,SPC->geodetic 2112,usft,longitude_deg,-85.6206,-85.6206000017,1.700001917e-09,0.0001343673921,2.530378674514463e-08,PASS,spc_C3_2112_usft.json
C3,SPC->geodetic 2112,usft,grid_scale_factor,0.99991763,0.99991763,0,,2e-08,PASS,llh_C3_2112.json
C3,SPC->geodetic 2112,usft,convergence_arcsec,-3188.84,-3188.84,0,,0.02,PASS,llh_C3_2112.json
C3,SPC->geodetic 2112,usft,geoid_height_m,-34.67,-34.67,0,,0.002,PASS,geoid_C3.json
C3,SPC->geodetic 2112,usft,elevation_factor,0.99997609,0.9999760944195758,-4.419575816e-09,,2e-08,PASS,geoid_C3.json + derivation R/(R+H+N)
C3,SPC->geodetic 2112,usft,combined_factor,0.99989373,0.9998937263886785,3.611321575e-09,,2e-08,PASS,llh_C3_2112.json k * derived EF
C4,SPC->geodetic 2112,usft,latitude_deg,44.3,44.2999999989,1.099998315e-09,0.0001222460577,1.7996462795237597e-08,PASS,spc_C4_2112_usft.json
C4,SPC->geodetic 2112,usft,longitude_deg,-83.5,-83.5000000004,3.999929277e-10,3.186765659e-05,2.5103378816554132e-08,PASS,spc_C4_2112_usft.json
C4,SPC->geodetic 2112,usft,grid_scale_factor,0.9999753,0.9999753,0,,2e-08,PASS,llh_C4_2112.json
C4,SPC->geodetic 2112,usft,convergence_arcsec,2203.99,2203.99,0,,0.02,PASS,llh_C4_2112.json
C4,SPC->geodetic 2112,usft,geoid_height_m,-35.254,-35.254,0,,0.002,PASS,geoid_C4.json
C4,SPC->geodetic 2112,usft,elevation_factor,0.99997713,0.9999771276418008,2.358199191e-09,,2e-08,PASS,geoid_C4.json + derivation R/(R+H+N)
C4,SPC->geodetic 2112,usft,combined_factor,0.99995243,0.999952428206748,1.793251991e-09,,2e-08,PASS,llh_C4_2112.json k * derived EF
S1,SPC->geodetic 2113,m,latitude_deg,41.9,41.8999999987,1.300001884e-09,0.0001444730444,1.7996462795237597e-08,PASS,spc_S1_2113_m.json
S1,SPC->geodetic 2113,m,longitude_deg,-86.55,-86.5500000009,9.000018508e-10,7.457089691e-05,2.4138152768680077e-08,PASS,spc_S1_2113_m.json
S1,SPC->geodetic 2113,m,grid_scale_factor,1.00005334,1.00005334,0,,2e-08,PASS,llh_S1_2113.json
S1,SPC->geodetic 2113,m,convergence_arcsec,-5348.96,-5348.96,0,,0.02,PASS,llh_S1_2113.json
S1,SPC->geodetic 2113,m,geoid_height_m,-33.937,-33.937,0,,0.002,PASS,geoid_S1.json
S1,SPC->geodetic 2113,m,elevation_factor,0.9999708,0.9999708007584587,-7.584586292e-10,,2e-08,PASS,geoid_S1.json + derivation R/(R+H+N)
S1,SPC->geodetic 2113,m,combined_factor,1.00002414,1.0000241392009712,7.990288431e-10,,2e-08,PASS,llh_S1_2113.json k * derived EF
S2,SPC->geodetic 2113,m,latitude_deg,44.252,44.2519999966,3.400003834e-09,0.0003778524561,1.7996462795237597e-08,PASS,spc_S2_2113_m.json
S2,SPC->geodetic 2113,m,longitude_deg,-85.4012,-85.4011999966,-3.400003834e-09,-0.0002711015345,2.5082881516838483e-08,PASS,spc_S2_2113_m.json
S2,SPC->geodetic 2113,m,grid_scale_factor,1.00019267,1.00019267,0,,2e-08,PASS,llh_S2_2113.json
S2,SPC->geodetic 2113,m,convergence_arcsec,-2534.51,-2534.51,0,,0.02,PASS,llh_S2_2113.json
S2,SPC->geodetic 2113,m,geoid_height_m,-33.279,-33.28,0.001,,0.002,PASS,geoid_S2.json
S2,SPC->geodetic 2113,m,elevation_factor,0.99994292,0.9999429222787679,-2.278767952e-09,,2e-08,PASS,geoid_S2.json + derivation R/(R+H+N)
S2,SPC->geodetic 2113,m,combined_factor,1.00013558,1.0001355812816033,-1.281603268e-09,,2e-08,PASS,llh_S2_2113.json k * derived EF
S3,SPC->geodetic 2113,m,latitude_deg,42.3314,42.3314000023,-2.299998414e-09,-0.0002556056087,1.7996462795237597e-08,PASS,spc_S3_2113_m.json
S3,SPC->geodetic 2113,m,longitude_deg,-83.0458,-83.0457999962,-3.799996762e-09,-0.0003127180187,2.430302402987557e-08,PASS,spc_S3_2113_m.json
S3,SPC->geodetic 2113,m,grid_scale_factor,0.99995325,0.99995325,0,,2e-08,PASS,llh_S3_2113.json
S3,SPC->geodetic 2113,m,convergence_arcsec,3236.0,3236.0,0,,0.02,PASS,llh_S3_2113.json
S3,SPC->geodetic 2113,m,geoid_height_m,-34.547,-34.547,0,,0.002,PASS,geoid_S3.json
S3,SPC->geodetic 2113,m,elevation_factor,0.9999767,0.9999767028340449,-2.834044888e-09,,2e-08,PASS,geoid_S3.json + derivation R/(R+H+N)
S3,SPC->geodetic 2113,m,combined_factor,0.99992995,0.9999299539231875,-3.923187553e-09,,2e-08,PASS,llh_S3_2113.json k * derived EF
S4,SPC->geodetic 2113,m,latitude_deg,42.78,42.7800000037,-3.700002082e-09,-0.0004111921464,1.7996462795237597e-08,PASS,spc_S4_2113_m.json
S4,SPC->geodetic 2113,m,longitude_deg,-86.05,-86.0500000018,1.800003702e-09,0.0001470689982,2.4478356746470797e-08,PASS,spc_S4_2113_m.json
S4,SPC->geodetic 2113,m,grid_scale_factor,0.99990855,0.99990855,0,,2e-08,PASS,llh_S4_2113.json
S4,SPC->geodetic 2113,m,convergence_arcsec,-4124.01,-4124.01,0,,0.02,PASS,llh_S4_2113.json
S4,SPC->geodetic 2113,m,geoid_height_m,-33.399,-33.399,0,,0.002,PASS,geoid_S4.json
S4,SPC->geodetic 2113,m,elevation_factor,0.99997542,0.9999754241758629,-4.175862989e-09,,2e-08,PASS,geoid_S4.json + derivation R/(R+H+N)
S4,SPC->geodetic 2113,m,combined_factor,0.99988398,0.999883976423322,3.576677954e-09,,2e-08,PASS,llh_S4_2113.json k * derived EF
S1,SPC->geodetic 2113,ift,latitude_deg,41.9,41.9000000009,-9.000018508e-10,-0.0001000198607,1.7996462795237597e-08,PASS,spc_S1_2113_ift.json
S1,SPC->geodetic 2113,ift,longitude_deg,-86.55,-86.5500000002,2.000035693e-10,1.657157208e-05,2.4138152768680077e-08,PASS,spc_S1_2113_ift.json
S1,SPC->geodetic 2113,ift,grid_scale_factor,1.00005334,1.00005334,0,,2e-08,PASS,llh_S1_2113.json
S1,SPC->geodetic 2113,ift,convergence_arcsec,-5348.96,-5348.96,0,,0.02,PASS,llh_S1_2113.json
S1,SPC->geodetic 2113,ift,geoid_height_m,-33.937,-33.937,0,,0.002,PASS,geoid_S1.json
S1,SPC->geodetic 2113,ift,elevation_factor,0.9999708,0.9999708007584587,-7.584586292e-10,,2e-08,PASS,geoid_S1.json + derivation R/(R+H+N)
S1,SPC->geodetic 2113,ift,combined_factor,1.00002414,1.0000241392009712,7.990288431e-10,,2e-08,PASS,llh_S1_2113.json k * derived EF
S2,SPC->geodetic 2113,ift,latitude_deg,44.252,44.2519999995,5.000018177e-10,5.556667701e-05,1.7996462795237597e-08,PASS,spc_S2_2113_ift.json
S2,SPC->geodetic 2113,ift,longitude_deg,-85.4012,-85.401199999,-1.000003635e-09,-7.973594539e-05,2.5082881516838483e-08,PASS,spc_S2_2113_ift.json
S2,SPC->geodetic 2113,ift,grid_scale_factor,1.00019267,1.00019267,0,,2e-08,PASS,llh_S2_2113.json
S2,SPC->geodetic 2113,ift,convergence_arcsec,-2534.51,-2534.51,0,,0.02,PASS,llh_S2_2113.json
S2,SPC->geodetic 2113,ift,geoid_height_m,-33.279,-33.28,0.001,,0.002,PASS,geoid_S2.json
S2,SPC->geodetic 2113,ift,elevation_factor,0.99994292,0.9999429222787679,-2.278767952e-09,,2e-08,PASS,geoid_S2.json + derivation R/(R+H+N)
S2,SPC->geodetic 2113,ift,combined_factor,1.00013558,1.0001355812816033,-1.281603268e-09,,2e-08,PASS,llh_S2_2113.json k * derived EF
S3,SPC->geodetic 2113,ift,latitude_deg,42.3314,42.3314000003,-2.999982485e-10,-3.333969035e-05,1.7996462795237597e-08,PASS,spc_S3_2113_ift.json
S3,SPC->geodetic 2113,ift,longitude_deg,-83.0458,-83.0458000001,1.000017846e-10,8.229575423e-06,2.430302402987557e-08,PASS,spc_S3_2113_ift.json
S3,SPC->geodetic 2113,ift,grid_scale_factor,0.99995325,0.99995325,0,,2e-08,PASS,llh_S3_2113.json
S3,SPC->geodetic 2113,ift,convergence_arcsec,3236.0,3236.0,0,,0.02,PASS,llh_S3_2113.json
S3,SPC->geodetic 2113,ift,geoid_height_m,-34.547,-34.547,0,,0.002,PASS,geoid_S3.json
S3,SPC->geodetic 2113,ift,elevation_factor,0.9999767,0.9999767028340449,-2.834044888e-09,,2e-08,PASS,geoid_S3.json + derivation R/(R+H+N)
S3,SPC->geodetic 2113,ift,combined_factor,0.99992995,0.9999299539231875,-3.923187553e-09,,2e-08,PASS,llh_S3_2113.json k * derived EF
S4,SPC->geodetic 2113,ift,latitude_deg,42.78,42.7800000005,-5.000018177e-10,-5.556667701e-05,1.7996462795237597e-08,PASS,spc_S4_2113_ift.json
S4,SPC->geodetic 2113,ift,longitude_deg,-86.05,-86.0499999987,-1.299994778e-09,-0.0001062158536,2.4478356746470797e-08,PASS,spc_S4_2113_ift.json
S4,SPC->geodetic 2113,ift,grid_scale_factor,0.99990855,0.99990855,0,,2e-08,PASS,llh_S4_2113.json
S4,SPC->geodetic 2113,ift,convergence_arcsec,-4124.01,-4124.01,0,,0.02,PASS,llh_S4_2113.json
S4,SPC->geodetic 2113,ift,geoid_height_m,-33.399,-33.399,0,,0.002,PASS,geoid_S4.json
S4,SPC->geodetic 2113,ift,elevation_factor,0.99997542,0.9999754241758629,-4.175862989e-09,,2e-08,PASS,geoid_S4.json + derivation R/(R+H+N)
S4,SPC->geodetic 2113,ift,combined_factor,0.99988398,0.999883976423322,3.576677954e-09,,2e-08,PASS,llh_S4_2113.json k * derived EF
S1,SPC->geodetic 2113,usft,latitude_deg,41.9,41.9000000008,-8.000000662e-10,-8.890636736e-05,1.7996462795237597e-08,PASS,spc_S1_2113_usft.json
S1,SPC->geodetic 2113,usft,longitude_deg,-86.55,-86.5500000002,2.000035693e-10,1.657157208e-05,2.4138152768680077e-08,PASS,spc_S1_2113_usft.json
S1,SPC->geodetic 2113,usft,grid_scale_factor,1.00005334,1.00005334,0,,2e-08,PASS,llh_S1_2113.json
S1,SPC->geodetic 2113,usft,convergence_arcsec,-5348.96,-5348.96,0,,0.02,PASS,llh_S1_2113.json
S1,SPC->geodetic 2113,usft,geoid_height_m,-33.937,-33.937,0,,0.002,PASS,geoid_S1.json
S1,SPC->geodetic 2113,usft,elevation_factor,0.9999708,0.9999708007584587,-7.584586292e-10,,2e-08,PASS,geoid_S1.json + derivation R/(R+H+N)
S1,SPC->geodetic 2113,usft,combined_factor,1.00002414,1.0000241392009712,7.990288431e-10,,2e-08,PASS,llh_S1_2113.json k * derived EF
S2,SPC->geodetic 2113,usft,latitude_deg,44.252,44.2520000005,-4.999947123e-10,-5.556588736e-05,1.7996462795237597e-08,PASS,spc_S2_2113_usft.json
S2,SPC->geodetic 2113,usft,longitude_deg,-85.4012,-85.401200001,1.000003635e-09,7.973594539e-05,2.5082881516838483e-08,PASS,spc_S2_2113_usft.json
S2,SPC->geodetic 2113,usft,grid_scale_factor,1.00019267,1.00019267,0,,2e-08,PASS,llh_S2_2113.json
S2,SPC->geodetic 2113,usft,convergence_arcsec,-2534.51,-2534.51,0,,0.02,PASS,llh_S2_2113.json
S2,SPC->geodetic 2113,usft,geoid_height_m,-33.279,-33.28,0.001,,0.002,PASS,geoid_S2.json
S2,SPC->geodetic 2113,usft,elevation_factor,0.99994292,0.9999429222787679,-2.278767952e-09,,2e-08,PASS,geoid_S2.json + derivation R/(R+H+N)
S2,SPC->geodetic 2113,usft,combined_factor,1.00013558,1.0001355812816033,-1.281603268e-09,,2e-08,PASS,llh_S2_2113.json k * derived EF
S3,SPC->geodetic 2113,usft,latitude_deg,42.3314,42.3313999992,8.000000662e-10,8.890636736e-05,1.7996462795237597e-08,PASS,spc_S3_2113_usft.json
S3,SPC->geodetic 2113,usft,longitude_deg,-83.0458,-83.0458000002,2.000035693e-10,1.645915085e-05,2.430302402987557e-08,PASS,spc_S3_2113_usft.json
S3,SPC->geodetic 2113,usft,grid_scale_factor,0.99995325,0.99995325,0,,2e-08,PASS,llh_S3_2113.json
S3,SPC->geodetic 2113,usft,convergence_arcsec,3236.0,3236.0,0,,0.02,PASS,llh_S3_2113.json
S3,SPC->geodetic 2113,usft,geoid_height_m,-34.547,-34.547,0,,0.002,PASS,geoid_S3.json
S3,SPC->geodetic 2113,usft,elevation_factor,0.9999767,0.9999767028340449,-2.834044888e-09,,2e-08,PASS,geoid_S3.json + derivation R/(R+H+N)
S3,SPC->geodetic 2113,usft,combined_factor,0.99992995,0.9999299539231875,-3.923187553e-09,,2e-08,PASS,llh_S3_2113.json k * derived EF
S4,SPC->geodetic 2113,usft,latitude_deg,42.78,42.7800000005,-5.000018177e-10,-5.556667701e-05,1.7996462795237597e-08,PASS,spc_S4_2113_usft.json
S4,SPC->geodetic 2113,usft,longitude_deg,-86.05,-86.0499999987,-1.299994778e-09,-0.0001062158536,2.4478356746470797e-08,PASS,spc_S4_2113_usft.json
S4,SPC->geodetic 2113,usft,grid_scale_factor,0.99990855,0.99990855,0,,2e-08,PASS,llh_S4_2113.json
S4,SPC->geodetic 2113,usft,convergence_arcsec,-4124.01,-4124.01,0,,0.02,PASS,llh_S4_2113.json
S4,SPC->geodetic 2113,usft,geoid_height_m,-33.399,-33.399,0,,0.002,PASS,geoid_S4.json
S4,SPC->geodetic 2113,usft,elevation_factor,0.99997542,0.9999754241758629,-4.175862989e-09,,2e-08,PASS,geoid_S4.json + derivation R/(R+H+N)
S4,SPC->geodetic 2113,usft,combined_factor,0.99988398,0.999883976423322,3.576677954e-09,,2e-08,PASS,llh_S4_2113.json k * derived EF
C2,zone 2111->2112,m,northing,287134.3079,287134.307,0.0009000000427,0.0009000000427,0.004,PASS,llh_C2_2111.json -> llh_C2_2112.json
C2,zone 2111->2112,m,easting,5972579.0187,5972579.018,0.0006999997422,0.0006999997422,0.004,PASS,llh_C2_2111.json -> llh_C2_2112.json
C2,zone 2111->2112,m,source_grid_scale_factor,0.99992532,0.99992532,0,,2e-08,PASS,llh_C2_2111.json
C2,zone 2111->2112,m,source_convergence_arcsec,5932.66,5932.66,0,,0.02,PASS,llh_C2_2111.json
C2,zone 2111->2112,m,grid_scale_factor,1.00005242,1.00005242,0,,2e-08,PASS,llh_C2_2112.json
C2,zone 2111->2112,m,convergence_arcsec,-898.55,-898.55,0,,0.02,PASS,llh_C2_2112.json
C2,zone 2111->2112,m,geoid_height_m,-35.396,-35.396,0,,0.002,PASS,geoid_C2.json
C2,zone 2111->2112,m,elevation_factor,0.99997574,0.9999757375629424,2.437057556e-09,,2e-08,PASS,geoid_C2.json + derivation R/(R+H+N)
C2,zone 2111->2112,m,combined_factor,1.00002816,1.0000281562911055,3.708894525e-09,,2e-08,PASS,llh_C2_2112.json k * derived EF
C2,zone 2111->2112,ift,northing,942041.691,942041.691,0,0,0.013123359580052493,PASS,llh_C2_2111.json -> llh_C2_2112.json
C2,zone 2111->2112,ift,easting,19595075.52,19595075.52,0,0,0.013123359580052493,PASS,llh_C2_2111.json -> llh_C2_2112.json
C2,zone 2111->2112,ift,source_grid_scale_factor,0.99992532,0.99992532,0,,2e-08,PASS,llh_C2_2111.json
C2,zone 2111->2112,ift,source_convergence_arcsec,5932.66,5932.66,0,,0.02,PASS,llh_C2_2111.json
C2,zone 2111->2112,ift,grid_scale_factor,1.00005242,1.00005242,0,,2e-08,PASS,llh_C2_2112.json
C2,zone 2111->2112,ift,convergence_arcsec,-898.55,-898.55,0,,0.02,PASS,llh_C2_2112.json
C2,zone 2111->2112,ift,geoid_height_m,-35.396,-35.396,0,,0.002,PASS,geoid_C2.json
C2,zone 2111->2112,ift,elevation_factor,0.99997574,0.9999757375629424,2.437057556e-09,,2e-08,PASS,geoid_C2.json + derivation R/(R+H+N)
C2,zone 2111->2112,ift,combined_factor,1.00002816,1.0000281562911055,3.708894525e-09,,2e-08,PASS,llh_C2_2112.json k * derived EF
C2,zone 2111->2112,usft,northing,942039.807,942039.807,0,0,0.013123333333333334,PASS,llh_C2_2111.json -> llh_C2_2112.json
C2,zone 2111->2112,usft,easting,19595036.329,19595036.33,-0.0009999983013,-0.0003048000918,0.013123333333333334,PASS,llh_C2_2111.json -> llh_C2_2112.json
C2,zone 2111->2112,usft,source_grid_scale_factor,0.99992532,0.99992532,0,,2e-08,PASS,llh_C2_2111.json
C2,zone 2111->2112,usft,source_convergence_arcsec,5932.66,5932.66,0,,0.02,PASS,llh_C2_2111.json
C2,zone 2111->2112,usft,grid_scale_factor,1.00005242,1.00005242,0,,2e-08,PASS,llh_C2_2112.json
C2,zone 2111->2112,usft,convergence_arcsec,-898.55,-898.55,0,,0.02,PASS,llh_C2_2112.json
C2,zone 2111->2112,usft,geoid_height_m,-35.396,-35.396,0,,0.002,PASS,geoid_C2.json
C2,zone 2111->2112,usft,elevation_factor,0.99997574,0.9999757375629424,2.437057556e-09,,2e-08,PASS,geoid_C2.json + derivation R/(R+H+N)
C2,zone 2111->2112,usft,combined_factor,1.00002816,1.0000281562911055,3.708894525e-09,,2e-08,PASS,llh_C2_2112.json k * derived EF
C2,zone 2112->2111,m,northing,126655.3111,126655.312,-0.0008999999991,-0.0008999999991,0.004,PASS,llh_C2_2112.json -> llh_C2_2111.json
C2,zone 2112->2111,m,easting,8176896.6153,8176896.616,-0.0007000006735,-0.0007000006735,0.004,PASS,llh_C2_2112.json -> llh_C2_2111.json
C2,zone 2112->2111,m,source_grid_scale_factor,1.00005242,1.00005242,0,,2e-08,PASS,llh_C2_2112.json
C2,zone 2112->2111,m,source_convergence_arcsec,-898.55,-898.55,0,,0.02,PASS,llh_C2_2112.json
C2,zone 2112->2111,m,grid_scale_factor,0.99992532,0.99992532,0,,2e-08,PASS,llh_C2_2111.json
C2,zone 2112->2111,m,convergence_arcsec,5932.66,5932.66,0,,0.02,PASS,llh_C2_2111.json
C2,zone 2112->2111,m,geoid_height_m,-35.396,-35.396,0,,0.002,PASS,geoid_C2.json
C2,zone 2112->2111,m,elevation_factor,0.99997574,0.9999757375629424,2.437057556e-09,,2e-08,PASS,geoid_C2.json + derivation R/(R+H+N)
C2,zone 2112->2111,m,combined_factor,0.99990106,0.9999010593748613,6.251387186e-10,,2e-08,PASS,llh_C2_2111.json k * derived EF
C2,zone 2112->2111,ift,northing,415535.799,415535.799,0,0,0.013123359580052493,PASS,llh_C2_2112.json -> llh_C2_2111.json
C2,zone 2112->2111,ift,easting,26827088.635,26827088.635,0,0,0.013123359580052493,PASS,llh_C2_2112.json -> llh_C2_2111.json
C2,zone 2112->2111,ift,source_grid_scale_factor,1.00005242,1.00005242,0,,2e-08,PASS,llh_C2_2112.json
C2,zone 2112->2111,ift,source_convergence_arcsec,-898.55,-898.55,0,,0.02,PASS,llh_C2_2112.json
C2,zone 2112->2111,ift,grid_scale_factor,0.99992532,0.99992532,0,,2e-08,PASS,llh_C2_2111.json
C2,zone 2112->2111,ift,convergence_arcsec,5932.66,5932.66,0,,0.02,PASS,llh_C2_2111.json
C2,zone 2112->2111,ift,geoid_height_m,-35.396,-35.396,0,,0.002,PASS,geoid_C2.json
C2,zone 2112->2111,ift,elevation_factor,0.99997574,0.9999757375629424,2.437057556e-09,,2e-08,PASS,geoid_C2.json + derivation R/(R+H+N)
C2,zone 2112->2111,ift,combined_factor,0.99990106,0.9999010593748613,6.251387186e-10,,2e-08,PASS,llh_C2_2111.json k * derived EF
C2,zone 2112->2111,usft,northing,415534.968,415534.968,0,0,0.013123333333333334,PASS,llh_C2_2112.json -> llh_C2_2111.json
C2,zone 2112->2111,usft,easting,26827034.981,26827034.98,0.0009999983013,0.0003048000918,0.013123333333333334,PASS,llh_C2_2112.json -> llh_C2_2111.json
C2,zone 2112->2111,usft,source_grid_scale_factor,1.00005242,1.00005242,0,,2e-08,PASS,llh_C2_2112.json
C2,zone 2112->2111,usft,source_convergence_arcsec,-898.55,-898.55,0,,0.02,PASS,llh_C2_2112.json
C2,zone 2112->2111,usft,grid_scale_factor,0.99992532,0.99992532,0,,2e-08,PASS,llh_C2_2111.json
C2,zone 2112->2111,usft,convergence_arcsec,5932.66,5932.66,0,,0.02,PASS,llh_C2_2111.json
C2,zone 2112->2111,usft,geoid_height_m,-35.396,-35.396,0,,0.002,PASS,geoid_C2.json
C2,zone 2112->2111,usft,elevation_factor,0.99997574,0.9999757375629424,2.437057556e-09,,2e-08,PASS,geoid_C2.json + derivation R/(R+H+N)
C2,zone 2112->2111,usft,combined_factor,0.99990106,0.9999010593748613,6.251387186e-10,,2e-08,PASS,llh_C2_2111.json k * derived EF
S2,zone 2112->2113,m,northing,306229.1454,306229.145,0.0003999999608,0.0003999999608,0.004,PASS,llh_S2_2112.json -> llh_S2_2113.json
S2,zone 2112->2113,m,easting,3917362.1874,3917362.188,-0.0005999999121,-0.0005999999121,0.004,PASS,llh_S2_2112.json -> llh_S2_2113.json
S2,zone 2112->2113,m,source_grid_scale_factor,0.99998497,0.99998497,0,,2e-08,PASS,llh_S2_2112.json
S2,zone 2112->2113,m,source_convergence_arcsec,-2630.89,-2630.89,0,,0.02,PASS,llh_S2_2112.json
S2,zone 2112->2113,m,grid_scale_factor,1.00019267,1.00019267,0,,2e-08,PASS,llh_S2_2113.json
S2,zone 2112->2113,m,convergence_arcsec,-2534.51,-2534.51,0,,0.02,PASS,llh_S2_2113.json
S2,zone 2112->2113,m,geoid_height_m,-33.279,-33.28,0.001,,0.002,PASS,geoid_S2.json
S2,zone 2112->2113,m,elevation_factor,0.99994292,0.9999429222787679,-2.278767952e-09,,2e-08,PASS,geoid_S2.json + derivation R/(R+H+N)
S2,zone 2112->2113,m,combined_factor,1.00013558,1.0001355812816033,-1.281603268e-09,,2e-08,PASS,llh_S2_2113.json k * derived EF
S2,zone 2112->2113,ift,northing,1004688.797,1004688.797,0,0,0.013123359580052493,PASS,llh_S2_2112.json -> llh_S2_2113.json
S2,zone 2112->2113,ift,easting,12852238.148,12852238.149,-0.001000000164,-0.00030480005,0.013123359580052493,PASS,llh_S2_2112.json -> llh_S2_2113.json
S2,zone 2112->2113,ift,source_grid_scale_factor,0.99998497,0.99998497,0,,2e-08,PASS,llh_S2_2112.json
S2,zone 2112->2113,ift,source_convergence_arcsec,-2630.89,-2630.89,0,,0.02,PASS,llh_S2_2112.json
S2,zone 2112->2113,ift,grid_scale_factor,1.00019267,1.00019267,0,,2e-08,PASS,llh_S2_2113.json
S2,zone 2112->2113,ift,convergence_arcsec,-2534.51,-2534.51,0,,0.02,PASS,llh_S2_2113.json
S2,zone 2112->2113,ift,geoid_height_m,-33.279,-33.28,0.001,,0.002,PASS,geoid_S2.json
S2,zone 2112->2113,ift,elevation_factor,0.99994292,0.9999429222787679,-2.278767952e-09,,2e-08,PASS,geoid_S2.json + derivation R/(R+H+N)
S2,zone 2112->2113,ift,combined_factor,1.00013558,1.0001355812816033,-1.281603268e-09,,2e-08,PASS,llh_S2_2113.json k * derived EF
S2,zone 2112->2113,usft,northing,1004686.788,1004686.788,0,0,0.013123333333333334,PASS,llh_S2_2112.json -> llh_S2_2113.json
S2,zone 2112->2113,usft,easting,12852212.444,12852212.444,0,0,0.013123333333333334,PASS,llh_S2_2112.json -> llh_S2_2113.json
S2,zone 2112->2113,usft,source_grid_scale_factor,0.99998497,0.99998497,0,,2e-08,PASS,llh_S2_2112.json
S2,zone 2112->2113,usft,source_convergence_arcsec,-2630.89,-2630.89,0,,0.02,PASS,llh_S2_2112.json
S2,zone 2112->2113,usft,grid_scale_factor,1.00019267,1.00019267,0,,2e-08,PASS,llh_S2_2113.json
S2,zone 2112->2113,usft,convergence_arcsec,-2534.51,-2534.51,0,,0.02,PASS,llh_S2_2113.json
S2,zone 2112->2113,usft,geoid_height_m,-33.279,-33.28,0.001,,0.002,PASS,geoid_S2.json
S2,zone 2112->2113,usft,elevation_factor,0.99994292,0.9999429222787679,-2.278767952e-09,,2e-08,PASS,geoid_S2.json + derivation R/(R+H+N)
S2,zone 2112->2113,usft,combined_factor,1.00013558,1.0001355812816033,-1.281603268e-09,,2e-08,PASS,llh_S2_2113.json k * derived EF
S2,zone 2113->2112,m,northing,104463.0686,104463.069,-0.0004000000044,-0.0004000000044,0.004,PASS,llh_S2_2113.json -> llh_S2_2112.json
S2,zone 2113->2112,m,easting,5917379.5096,5917379.509,0.0006000008434,0.0006000008434,0.004,PASS,llh_S2_2113.json -> llh_S2_2112.json
S2,zone 2113->2112,m,source_grid_scale_factor,1.00019267,1.00019267,0,,2e-08,PASS,llh_S2_2113.json
S2,zone 2113->2112,m,source_convergence_arcsec,-2534.51,-2534.51,0,,0.02,PASS,llh_S2_2113.json
S2,zone 2113->2112,m,grid_scale_factor,0.99998497,0.99998497,0,,2e-08,PASS,llh_S2_2112.json
S2,zone 2113->2112,m,convergence_arcsec,-2630.89,-2630.89,0,,0.02,PASS,llh_S2_2112.json
S2,zone 2113->2112,m,geoid_height_m,-33.279,-33.28,0.001,,0.002,PASS,geoid_S2.json
S2,zone 2113->2112,m,elevation_factor,0.99994292,0.9999429222787679,-2.278767952e-09,,2e-08,PASS,geoid_S2.json + derivation R/(R+H+N)
S2,zone 2113->2112,m,combined_factor,0.99992789,0.999927893136646,-3.136645943e-09,,2e-08,PASS,llh_S2_2112.json k * derived EF
S2,zone 2113->2112,ift,northing,342726.604,342726.604,0,0,0.013123359580052493,PASS,llh_S2_2113.json -> llh_S2_2112.json
S2,zone 2113->2112,ift,easting,19413974.769,19413974.768,0.001000002027,0.0003048006177,0.013123359580052493,PASS,llh_S2_2113.json -> llh_S2_2112.json
S2,zone 2113->2112,ift,source_grid_scale_factor,1.00019267,1.00019267,0,,2e-08,PASS,llh_S2_2113.json
S2,zone 2113->2112,ift,source_convergence_arcsec,-2534.51,-2534.51,0,,0.02,PASS,llh_S2_2113.json
S2,zone 2113->2112,ift,grid_scale_factor,0.99998497,0.99998497,0,,2e-08,PASS,llh_S2_2112.json
S2,zone 2113->2112,ift,convergence_arcsec,-2630.89,-2630.89,0,,0.02,PASS,llh_S2_2112.json
S2,zone 2113->2112,ift,geoid_height_m,-33.279,-33.28,0.001,,0.002,PASS,geoid_S2.json
S2,zone 2113->2112,ift,elevation_factor,0.99994292,0.9999429222787679,-2.278767952e-09,,2e-08,PASS,geoid_S2.json + derivation R/(R+H+N)
S2,zone 2113->2112,ift,combined_factor,0.99992789,0.999927893136646,-3.136645943e-09,,2e-08,PASS,llh_S2_2112.json k * derived EF
S2,zone 2113->2112,usft,northing,342725.919,342725.919,0,0,0.013123333333333334,PASS,llh_S2_2113.json -> llh_S2_2112.json
S2,zone 2113->2112,usft,easting,19413935.94,19413935.94,0,0,0.013123333333333334,PASS,llh_S2_2113.json -> llh_S2_2112.json
S2,zone 2113->2112,usft,source_grid_scale_factor,1.00019267,1.00019267,0,,2e-08,PASS,llh_S2_2113.json
S2,zone 2113->2112,usft,source_convergence_arcsec,-2534.51,-2534.51,0,,0.02,PASS,llh_S2_2113.json
S2,zone 2113->2112,usft,grid_scale_factor,0.99998497,0.99998497,0,,2e-08,PASS,llh_S2_2112.json
S2,zone 2113->2112,usft,convergence_arcsec,-2630.89,-2630.89,0,,0.02,PASS,llh_S2_2112.json
S2,zone 2113->2112,usft,geoid_height_m,-33.279,-33.28,0.001,,0.002,PASS,geoid_S2.json
S2,zone 2113->2112,usft,elevation_factor,0.99994292,0.9999429222787679,-2.278767952e-09,,2e-08,PASS,geoid_S2.json + derivation R/(R+H+N)
